"reviews","rating"
"This tablet basically fulfills every need I have for a mid-sized tablet. For the price v value you can't beat it. The symmetry and design aesthetic is spot on. The speakers and screen are amazing. The thinness and weight is lighter than a phone. I'm loving this tablet. And despite the landscape wifi covering issue, I have no problems since this is primarily used in portrait mode. This was the tablet I've been waiting for, granted, I don't use or like Samsung devices, and can't stand OneUI used on them, however this is an exception simply because it's such a clean looking devices, and the specs for the price are unbeatable.","5.0 out of 5 stars"
"For years, I have been using Amazon Kindles. A few months ago, I ""upgraded"" to a Kindle Fire HD 8. I think this Kindle is way too underpowered. It is slower than my previous Kindle Fire. I had been forced to frequently reboot to get anything done. I decided I'd had enough of low-priced tablets. I searched for a tablet in the $400 range and settled on the Samsung S5e. All I can say is why didn't I buy this sooner? I can't see me ever going back to a Kindle. The price tag for this tablet is not cheap. Given the preformance, I feel the cost was money very well spent.","5.0 out of 5 stars"
"UPDATE: Upgrading from 2 stars to 3 because Dex while flawed is pretty cool.I've had the tablet for a few hours now. I gave the s5e 2 stars because for the money, in my case $455, I want more out of my tablet. For $300 I'd give it 4 stars. For $250 it is a 5 star tablet. Now this is still a good tablet. For the price I would not expect wifi problems or the lack of ability to play 4k hdr on YouTube and Netflix.Pros:The screen is gorgeous.The tablet is ultra thin and light.Once Dolby atmos is enabled the sound is really nice for a tablet.Moving around the os is quick and snappy.Fingerprint scanner is great.Cons:My 5se has the same issue that many people have had with the wifi greatly diminished holding the tablet in landscape mode with the hand on the bottom left side corner. With the book cover case I don't experience the issue. This is unacceptable for an entry level tablet much less an upper mid tier one.No hdr 4k for Netflix and YouTube.Bloatware. Don't force apps on me bro.No headphone jack. This isn't an issue for me as I plan on using my Bluetooth headphones.If the cons aren't an issue for you I doubt there's another android tablet that compares for the price in a dying market segment. I'm on the fence if I'll keep this. I'm leaning towards keeping it as mine came with the Samsung book case cover which I really like.","3.0 out of 5 stars"
"It was worth every penny. I have included a pic next to a legal pad for size comparison. Its sleek, gorgeous and light weight.","5.0 out of 5 stars"
"Bought this to replace an aging Samsung Galaxy Note 12.2. I wish they still made Android tablets with a 12 inch screen. Market forces apparently don't support the business. You either get a tiny screen, like this one, or go to a Windows 10 convertible. Sometimes Android is nice enough, and gets better battery life than Win10 ever will. Alas, we are left with mini tablets like the S5e. I don't like it, and probably shouldn't have bought it.The screen response on some apps is... weird. When watching Netflix, it's difficult to pause the movie; hitting and tapping and swiping the screen don't work all the time. Also, viewing Gmail on this tablet lacks finesse: the display jumps and jerks. Never seen this behavior before, only on this tablet.One more thing that I really hate is the orientation of the volume rocker. Hey Samsung, how about giving an option to reverse the volume control?","3.0 out of 5 stars"
"I was so excited to get this tablet I needed to replace my old Asus zenpad. It takes great pictures, has a good battery, and a decent screen. You might ask why did you give it only 2 stars. The reason is because they have terrible customer service who lied to me several times. They said the screen is HDR compatible but that's a lie, they said any USB-C to Ethernet adapter would work but that's a lie, and they said that there are no wifi problems but that's also a lie depending on how you hold the device you can lose 50% of your WiFi speed. If I knew this beforehand like I tried to I would have bought a different device like maybe the S4 but with the severe deception I'll never buy from Samsung again. Such a shame they have lowered their standards I never had a problem with any of my 3 previous Samsung devices.","2.0 out of 5 stars"
"This tablet is not bad. I still like my old Samsung Galaxy S2 tablets. This product will have to grow on me. I found this tablet on sale in November. Amazon always has a pop up sale doing that time.Pros:4 speakersSound system Is great A++Nice large displayAndroid 9 has some nice features.The power and volume buttons have been improved over previous models.The screen is perfect size to type in portrait mode.Cons:The 8 inch tablets I owned had better PPI, and  displayed sharper text.I would not pay list price for this tablet. I would buy an Apple Air instead.The touch screen can be a little slow sometimes.  This maybe my internet connection.I would recommend this tablet to anyone who wants a device to surf the web and view media.","4.0 out of 5 stars"
"This would be a five star tablet if two minor issues did not exist. In fact, with those fixed, the other excellently performing features would make it 10 stars.  So, it will do everything you could want from it other than 1) connects to weak wifi signals and 2) activate the screen controls at the bottom of the screen (show running apps, show app icon screen, and step back).  The wifi works, but it will slow down or lose connections much sooner than my umpteen year old S2 tablet as I move away from my access point.  The orientation of the S5e can be changed to get a stronger signal but that's a nuisance.  Thankfully,  wifi signals these days are usually strong enough for the tablet to function.  In my case, my office gets wifi through several walls and 40' so the signal is not very strong and sometimes requires me to re-orient the tablet to get full speed wifi.  The three screen controls at the bottom of the screen are slid upward with a finger to switch to the running apps or app icon screen or step back.  It often takes two tries for my finger to get them to work.  This might be something about me or how I'm operating them, but I haven't figured out what works best after several months of trying.  Complaints aside, I'm really enjoying this tablet.  Maybe the best feature is the 16x9 screen that shows TV style movies perfectly and is wide enough for modern ""wide-screen"" movies.  The color and brightness are great.  Battery life is phenomenal.  Much better than my old S2 though I thought it was impressive.UPDATEI got tired of the weak wifi problem so added a wifi access point in my office.  That access point some what covers the back yard making the S5e useful there.","4.0 out of 5 stars"
"Landscape mode WiFi cuts in and out . Great battery life and display. USB c is nice too. I can not give more than two stars for a defective product from the factory. Very disappointed will be returning","2.0 out of 5 stars"
"I bought this Samsung tab S5e to use with a DJI Mavic air. I am was not disappointed at all. It worked great. But then came the first up date. there is and was all those samsung apps you dont really want at first you could disable them but now it is overloaded the 4gb of ram is only 500mb free when samsungs apps are running in the background. the seamless interface with dji go4 app has become shake. this is a nice tablet its large ram is overloaded and there is now a hint of been sluggish.","2.0 out of 5 stars"
"Beautiful picture & sound is darn good for a tablet!  I've only had it 24 hours and am still adjusting to it. It is so thin it definitely needs a case, it's very slippery & hard to hang onto, so be careful! Cases are hard to find. I'm waiting because I want a keyboard case which aren't available yet.","4.0 out of 5 stars"
"A proper gaming tablet has been my white whale. I've tried several times to pick the best of the best and came up short.I was skeptical of this tablet but after tons of research it came up as the best gaming tablet option.- Sound is phenominal, especially when you turn on dolby via the android tile drop down- Samsung bloatware can be disabled and removed, but I imagine the Samsung integrations could be useful to people who are all-in with the Galaxy line- This tablet is light! Very light. This is a MAJOR plus for gaming.- The size of this tablet is perfect for holding for gaming.- Battery life is great so far- No lag in any games tried so far. I was skeptical this would perform, but I've yet to find anything it has trouble with.I recommend the 128gb version, as the RAM is tied to internal storage as there's 2 models: 64gb internal storage + 4gb RAM, or 128gb internal storage + 6gb ram. Don't cheap out and get stuck with 4gb internal ram, 6gb will make this device last.I put a 512gb U3 (faster upload, don't cheap out, cheaper cards are likely U1) SD card in this so I'll never have storage trouble.","5.0 out of 5 stars"
"I purchased this for my wife to replace her now-ancient Galaxy Tab S that was frequently rebooting itself. I tracked down what I thought was a good keyboard case to pair with it, as my wife types a fair amount and finds a BlueTooth connected physical keyboard a much needed accessory. We quickly found that there aren't any quality keyboards out there for the tablet, and that kills the productivity of the tablet for us.  Her previous keyboard was a Logitech, and they no longer make them for tablets.  That leaves you to pick from either the no-name Chinese offerings on here or the incredibly pricey (and yet not well-rated) Samsung offering.  We finally decided the cost of this combo wasn't worth the downgraded experience so we returned it.","4.0 out of 5 stars"
"I love the speed of this tablet. The camera takes much better photos than my last tablet. I love the way when you're watching a youtube vid, you can go to another site, and the vid continues to play in a smaller screen while you go to other websites. My last tablet didn't have that feature. I dont find the battery terribly long lasting..its not bad. All in all, I'm very happy with this purchase.","4.0 out of 5 stars"
"I've owned more than a half a dozen tablets.  The first three were iPads.  I was annoyed at having the limited storage space with the closed iPad system.  This tablet has the best screen and with the 128 gbs of internal storage and the 512 expandable micro sd storage I may never need another tablet.  I travel a lot and the ability to carry  tons of  GOT and movies is invaluable.  The 6 gb of RAM makes this  tablet incredibly fast.  Overall, this is the best tablet that I have ever owned.","5.0 out of 5 stars"
"The set up wizard was a challenge.  I got stuck with the voice assistant when setting up  and it was only by trial and error that I found out that you had to touch one icon or type each character once and then two times fast in succession.  Touch screen commands were initially sluggish and erratic.  Everything about it was slow.  After the teething problems were solved, it behaved as I had hoped and I am glad to say now that I am pleased with it.  The extra storage of 128 GB is worth the money.","4.0 out of 5 stars"
"I replaced my old Samsung tablet with this one.  It's a lot quicker with a better screen, a a bit larger.  It is very thin, so I recommend you get a case of some sort.  It does take a little getting used to because there is no ""home""  button on the front of the tablet.  You drag it up from the bottom on screen.  The internal speakers are very good, and you have no trouble hearing anything you are playing.  Saw some negative comments about no headphone jack, but you actually have one with the adapter supplied in the box.  A very nice tablet especially if you don't want to spend a fortune on an iPad.","5.0 out of 5 stars"
"Did my research before purchasing and the tablet performs how I expected. My only complaint, which I was aware before purchase, is no native DNLA support. I love samsung entertainment products and have them throughout my home. Phones, TVs, tablets... (their washer/dryers are meh, but that's a story for another day.)  They haven't had native DNLA since the Galaxy S5 (maybe s6, skipped that phone) which is just silly. Other than that, screen-awesome, operating system-awesome, speakers-awesome for a tablet. Easily customizable, great parental controls through making non-administrator profiles for the kids and lots of nice accessories it supports. It does everything and more for half the price compared to its Apple equivalent.","5.0 out of 5 stars"
"The S5e in and of itself is a great product. The screen quality and resolution is amazing. Battery life, at least with short usage at this point, is great. Only complaint product wise would be the fact that the tempered glass screen is a fingerprint MAGNET. The price you pay for such a gorgeous display i suppose.Buyer beware: the 4 month Youtube Premium promotion advertised above is not valid for the S5e. Upon contacting Samsung they notified me this was only valid for the Galaxy 10 and Galaxy note 9.  I was advised to contact Amazon who stated this was a Samsung issue in terms of them creating the store page advertisement. You can see where this is going. Long story short, the 4 month FREE YouTube premium subscription will not be honored. To date, Amazon has not even corrected the advertisement.","5.0 out of 5 stars"
"I have a Galaxy Tab S3 as well and I wanted this to use for e-books, email and web browsing.  I got it because of the good price and features.  I didn't need the latest Chipset for speed, etc.  It works great and is very responsive.  I love the smaller bezels and the screen layout (dimensions).  I haven't streamed any media yet but that should work just fine as well.  I have never needed a stylus so for the money this is a great device.  I really love it and recommend this tablet.","5.0 out of 5 stars"
"I am a fan of Galaxy Tab s-series. Before buying S5e I owned S2, S3, and S4. I especially like the screens, which for me is the most important part of the table. S4 was somewhat of a let-down: face (iris) recognition is flaky, and glass back panel is easy to crack. S5e beats S4: lighter, more durable, great fingerprint sensor position in addition to an excellent screen quality. S5e is also priced better than S4 (or S6). This comes at the expense of the S-pen, so if you really want one, you have to go with something else. I have not used S-pen much on my previous tablest, so this is not an issue for me.I took one star off due to two design shortcomings of S5e:1. The WIFI version does not support vibrate mode for the ringer. Come on, Samsung, this is a stupid decision!2. Antenna design is bad, holding the tablet by the bottom left corner in landscape mode reduces signal strength. Transfer speeds suffer, especially when the signal is weak, and the range is shorter. I found that with a case, the problem is not as bad, and most places I use the tablet have strong signal, so I can live with this, but if you have a weak signal, you should take this problem into account.","4.0 out of 5 stars"
"Worked fine for one day and then will not turn on. Nothing I did could get it to turn on or indicate it was charging. Samsung has innovative products but also has a history of quality and design issues. Too bad. Shopping, ordering then returning a defective product takes up so much time.","1.0 out of 5 stars"
"Crisp clear bright display. Fast really works well. My only complaint is that at times I lose internet signal. I don't know if that's because I have a cover that covers the antenna. Otherwise a good value for your money.","4.0 out of 5 stars"
"I received the tablet a few days ago and absolutely loved it!  The video quality and sound are great, it was easy to use and set up, and it is lightweight.  I am replacing and ipad and found this easier to use, not because it's right or wrong, but because it is more Windows based and that's what I am accustomed to.  I bought the Finite keyboard cover and loved that also.  Paired up easily and the keyboard has a nice feel to it.  However, the S-Pen was not in the box even though it is checked in the comparison table.  Come to find out, it doesn't appear to be compatible with this tablet.  Additionally, although it is advertised as Verizon LTE + WiFi, I took it to the Verizon store today and it will not work with that network.  I was very disappointed because I was getting attached.  However, Amazon customer service was very easy to work with, very apologetic, and made it right with a full refund for both the tablet and the keyboard cover.  Thank you Amazon!!","4.0 out of 5 stars"
"There is a known design flaw that does not let you get on Wi-Fi or if you do it doesn't work in landscape mode. I returned this the next day. Got a Tab A 10.1 128GB. Same thing, but it gets on Wi-Fi","1.0 out of 5 stars"
"It doesn't matter how I hold it. Wifi intermittently vanishes or becomes achingly slow. I check other mobile devices to make sure it isn't a route problem. It seems to get worse over time. Wish I never bought it.","2.0 out of 5 stars"
"I got my 128GB Galaxy Tab S5e in February 2020 and gave it one star after it bricked at the end of 24 hours. I got my replacement from Amazon two days later and upgraded this review to five stars. I’m delighted with this tablet, and with the Chesona $45 keyboard-case that I separately reviewed.Pros:First of all, there’s no more wireless degradation when you touch the bottom screen corners in landscape mode. This problem is history.Great screen and the best tablet sound I’ve ever heard. I intend to use this tab mostly as a small general purpose laptop, and it’s working out perfectly for that purpose.I love having the fingerprint sensor built into the power button! After setting up Smart Unlock, I don’t even have to press a button or the screen to fully awaken the tablet. I just lightly touch the power button. This is very easy to get used to.I love being able to copy files to/from my Tab S5e and my Windows 10 PC with just a USB-to-USB-C cable and no software add-ons required on either side. This is life as it should be but hasn’t been lately. I have (and love) a Pixel 3a XL phone, not a Samsung Galaxy phone, so some of the direct file transfer features aren’t available to me.Cons:Crapware is much more pervasive and evil than on most Androids. Example: I can’t use the Samsung Adobe Acrobat app without divulging my date of birth. Really?  Another example: A built-in app called Samsung Flow has a solitary bad review in the Galaxy Essentials crapware repository, with a Samsung reply written in broken, unintelligible English. Hey Samsung: If you can’t be bothered to communicate with your customers in their own language, what does that tell us about the attention to detail you apply to your app design? Another example: “Bixby” wins all awards for the most evil app ever spawned. It occupies the entire screen just to the left of the home screen. If you choose not to use it, you can’t even view that screen! If you do, you’ll be endlessly prompted to upgrade and install. Even then, you don’t get the left screen back.I would have deducted a star for the extra-infuriating crapware, except that Samsung made installation optional for most of them. A few are actually useful, such as My Files, which is the best Android file manager I’ve seen yet. And the built-in calculator and calendar with their simple, effective design.Everything considered, I highly recommend this tablet. Just not as highly as if Samsung took Google’s minimalist approach to the built-in apps.","5.0 out of 5 stars"
"The sound and screen quality just blew us away. A great tablet that proves ""paper specs"" are worthless. The chip set in this tablet works just fine and the speed is on par with anything in this class. You can actually watch a movie on this tiny screen and enjoy it.  We shied away at first because of experiences with Samsung Galaxy phones (bloatware and Bixby) but this tablet has none of that. There is a silent ""Bixby Page"" but it is actually useful in this scenario. This outclassed my daughter's iPad so much that she purchased the Samsung Tab S5e for herself and handed down the iPad.","5.0 out of 5 stars"
"I love this tablet. It is fast, has plenty of storage, and runs everything I need it to. I use it to take notes on daily stuff, keep track of my calendar, and for some things in my coding classes. I am currently working towards a Computer Engineering degree and right now am getting close to SQL certification. Everything I have done on it has worked great. One of the best features is the thumb print access. I love being able to open my tablet quickly, but also knowing that it is secure from other people.Some of the apps I use are Microsoft365(especially word, note, and excel), Googleapps, theBibleApp, RememberMe, Kahn Academy,  and a ton of educational apps. Because I go to school online, I needed a tablet that can quickly run all of the educational apps involved.My favorite internal process is being able to quickly clean up my storage, memory usage, and battery usage. And speaking of battery, this battery charges quickly and lasts a long time. I use my tablet all day long, and it usually lasts for a couple days.Overall this is the best tablet I have owned. I would recommend it to everyone. The only downside is that it is not compatible with the S-pen. But I chose to save the money as I did not need those features. For the price I think this is one of the best tablets on the market and beats out many that are higher priced, especially for most peoples needs.","5.0 out of 5 stars"
"This is a must buy if you are only looking for a decent Samsung tablet for media consumption. You could always go for the cheaper Tab A 10.1 (2019) version (another great tablet). However, the speed and audio quality is better on the Tab S5E.Pros:1) Excellent display2) Excellent speakers3) Light weight4) Thin Bezels5) Decent Cameras (for a tablet)Cons:1) older Snapdragon CPU2) base RAM is 4 GB3) no headphone jack (joining the dongle life)4) no active pen support5) Samsung Dex support","5.0 out of 5 stars"
"So, I bought this(plus the keyboard and insurance) as a way to takes notes when studying as well as consuming content. Half of that works great. The screen is probably one of the better ones I've seen out there. The problem I have is that the product listing on the amazon website(see included picture) has a comparison chart that says this model has an included S pen. I thought, hey this one has everything including the pen. Unfortunately, this unit does not have a pen and after doing more research, does not even support the feature. Returning and upgrading to the Samsung Galaxy Tab S6(SM-T860NZAAXAR) that does include the S Pen would be a difference of about $220+...so I'm pretty darn disappointed. Please fix this problem Amazon.","1.0 out of 5 stars"
"The display is beautiful--bright colors and crisp resolution. The touch screen works well with your finger, but it's not quite as responsive when using a stylus. I'd prefer using a stylus so the screen doesn't get smeared. But this is a minor inconvenience. It's great that the homepage and icons look just like my Android phone. It was easy to learn how to get around on the tablet. Battery life seems average, but I keep it plugged in most of the time despite some claims that doing so can shorten battery life on a device.The only thing that I really don't like is that it doesn't have a jack for earphones. You have to use the accompanying dongle to adapt the USB Type-C charging port to earphone use. That means you can't be charging the tablet and using earphones at the same time.Looks to me like the dongle is a weak spot on this tablet, too. The dongle's cable (about 2"" long) is made of thinner cable than I am comfortable with. It's quite flexible, and it doesn't appear to have sufficient strain relief built into it. I'm concerned that the dongle will wear out prematurely.  But, I'm sure a replacement dongle is a minimal expense. I just might buy a spare just to have it when it's time to replace the original one.I like that the tablet uses the USB Type-C charging port. To me, it's the best-designed of all the port styles. Type-C is a little bigger (so less fumbling around), and you can insert a cable into a Type-C either way. That's very convenient.I have few complaints about this tablet. I'd buy it again. The great display is it's best feature.","5.0 out of 5 stars"
"I purchased this to replace an old slow tablet. This tablet is very quick with a very good screen. The documentation is a bit sparse and a first time tablet user would have a steeper learning curve. No problem for an experienced user.I researched tablets and couldn't stomach a $700+ price for the top of the line ones when you could buy a computer for the same money. Tablet is thin and light weight and I very highly recommend it as a mid price performer.","5.0 out of 5 stars"
"Screen quality is great. Battery life compared to the older Galaxy Tab S, that this unit replaced, is simply terrific. The only flaw is the wifi antenna issue discussed in other reviews. If you are in a strong wifi hotspot, then you are fine. However, if you are in a weak wifi hotspot, establishing and maintaining a wifi connection is problematic at best. My older Galaxy Tab S will function perfectly in a weak wifi hotspot, but the TabS5e simply can't consistently establish and maintain a network connection. Obviously a flaw in Samsung's design and QA testing procedures to not spot this critical issue. Still for 80 percent of where I will be using this device (all strong wifi hotspots), the Tab S5e works well.","4.0 out of 5 stars"
"My son loves it; uses the DEV feature with a USB-C to HDMI and this is his new laptop.  It's better than my laptop in DEX mode; but I can't tell him that!He does his homework in Google docs, watches youtubes while he's doing homework; all the 9 yards.","5.0 out of 5 stars"
"Love it! This is a replacement for my original galaxy tab s that is six years old and still works fine except for charging port is loose and I've run out of storage. I am amazed at how far they have come on these tablets. I recommend this for people who don't use them for work. It's very light weight and I like the larger screen. Harder to travel with however, this doesn't fit my regular purse like the older one. I did purchase through Amazon warehouse and saved a lot of money, it was only missing the manual and still had remaining warranty, only short a couple months. Otherwise not a single scratch or defect. Would recommend this option for anyone light on funds.","5.0 out of 5 stars"
"This is not my first Samsung tablet but it may be my last. My wife has an S2 and we can sit right next to each other and she will get a good signal and I will get a poor to no signal. I go to google play store and I have to reset to the original version on the tablet to be able to download anything. All other devices work fine when downloading. I think Samsung needs to do some upgrading and backtracking before they charge over $400.00 for it. I wouldn't buy until they make some changes.","3.0 out of 5 stars"
"Though Google creates and updates Android, the most used OS in the world, this tablet does not allow for the installation of Google's Messages which I use to sync with Google Web Messages.  That is very disappointing.  I imagine the fault lies with Samsung who also adds numerous apps that I have no use for.The above complaints aside, the tablet is very nice and the screen looks excellent.","4.0 out of 5 stars"
"I had to return this tablet because it would absolutely refuse to connect to my WIFI right out of the box. It's a shame because the screen and body is absolutely gorgeous but keep in mind this tablet has a history with WIFI problems, wheather it keeps disconnecting or just never connects at all to the WIFI. Would NOT recommend anyone to buy this.","1.0 out of 5 stars"
"If you're trying to decide between a a Galaxy Tab s5e and an iPad, I suggest the s5e.  This new addition to the Galaxy Tabs is sleek and elegant.  You can  compare  specs on  your own.  I had an iPad for the last ten years.  Despite all its cachet,  it had limitations that were hard to live with.  Didn't support a mouse.  Didn't support Adobe, which I needed for some of my volunteer data entry  work. Android seems to have caught up with Apple in the intuitiveness of operations.  Creating desktop app files is a snap. It allows me to add apps from file drawer which is alphabetized for this operation.  Which brings me to a complaint.  The Google app file on the desktop isn't alphabetized which makes finding apps when I'm not adding to an existing file a wee bit more burdensome.  But not a serial-killer.Time will tell if this s5e lasts as long as iPad did.","5.0 out of 5 stars"
"This is a very disappointing tablet for the reasons others have detailed. It can't hold a candle to the tab s3.  Looks like we won't get a decent tablet again. Pity.","1.0 out of 5 stars"
"I was somewhat reluctant to purchase his based o some of the wifi problem comments, but took a chance anyway and bought one for my wife and myself.  After 2 months use, the tablets have worked well and neither one of us has had any wifi issues at all.  I have deliberately tried to hold the tablet in the manner that was reported to cause wifi issues and had none.  The only thing I can think of is that those who were having problems either had an earlier unit and the issue was fixed before I got mine, or that their wifi signal was marginal - just a couple of guesses.  Anyway, we are very satisfied with the tablets.One thing to note:  I purchased one case that did not allow enough room for the fingerprint sensor.  I returned that one and bought another that works great.  I have no fingerprint sensor issues and that function works reliably for me and my wife.","5.0 out of 5 stars"
"This tablet has too much defected and their customer service is lacking. Try to login Facebook but it Froze and would not allow me to restart the tablet. Contacted the representative they told me to wait until the battery died and reset the tablet. While i was waiting for the battery to die the tablet started to heat up. 6 days old and had to ship it back to Samsung for repair. Instead of fixing my tablet or offering me a new one. They told me they have no inventory in stock and offer me a refund which is lower then what I paid for.  This is NOT ACCEPTABLE","1.0 out of 5 stars"
"I am using one of Samsung Galaxy smartphone series, and this pad is well paired with my phone! It has a big and clear screen and fascinating design. Light weight. It works well at YouTube, Google Chrome, etc. This pad well enables my blue-tooth keyboard to be paired. I'm not heavy game user, so I cannot tell anything with game play with this pad. Lastly, I am weighing a lot on storage enhancement. I paid for only 64GB not that big storage. But I can insert small card to increase total storage!","5.0 out of 5 stars"
"Love it, sound is amazing, the Dolby atomas coupled with 4 speakers makes for a very immersive sound expieriance for a tablet. It's no sonos speaker but for a tablet it's incredible. The screen resolution and color is perfect the amoled screen makes such a difference comming from standard screens. The brightness is great. Samsung DeX is awesome, some people give it hate, but I think its misplaced it really makes the tablet turn into the feel of a laptop and makes multitasking extremely seamless and easy. Only thing I dont like is no S pen support, I kind of wish I went with a 6 for that reason but didnt want to spend 650.","5.0 out of 5 stars"
"Like the memory can be expanded. Also have. 3 year old IPad Pro, this comes close and has some advantages. Can access all files directly and don’t have to use iTunes, which I hate.","4.0 out of 5 stars"
"It was suppose to allow a USB flash drive to connect to transfee data but only USB connection is for charging, so disappointing as it costs as much as a laptop and does so much less.  I had one 7 years ago that did as much functionally.","2.0 out of 5 stars"
"I have been looking for a great tablet for years, and I found it.  It is responsive; the Internet speed is great, playback speed for online music and movies is wonderful and download speed is quick. The screen is clear and crisp.  I could not be happier.  I would buy again in a minute.  Only downside is that you cannot download themes from the Samsung store.","5.0 out of 5 stars"
"I really like this tablet so far. The touch screen works great, the colors are beautiful and the sound is amazing. Just for a test I played some Spotify music on it and I couldn't believe how nice the sound was. I had read another reviewer complain that there was no earphone jack. However, mine came with a converter from the USB port to a earphone jack. It works perfectly! It is incredibly thin so I would suggest you order a case right away. The battery life seems to be just as described.","5.0 out of 5 stars"
"When it comes to choosing a tablet there are simply six relevant factors: (1) screen; (2) battery; (3) weight; (4) OS; (5) pen; (6) price.  Pick your dealbreakers and your answer will be revealed.  Apple aficionado?  iPad or bust.  Has to have a pen?  Waste no further time on the S5e.  Budget tablet?  Grab a Fire HD 10 and don't look back.If, however, you value a truly exemplary 2560x1600 AMOLED screen, the lightest 400 gram tablet available anywhere in the iOS/Android tabletverse, and desire a standout battery and reasonable price, the S5E is it.  I received mine a couple weeks ago and have barely been able to put it down since.  For $350 this is a steal.","5.0 out of 5 stars"
"We got this tablet and then ordered a replacement because we thought we got a bad one...nope. Nice tablet and beautiful screen, but when you switch to picture app all the views have a greenish tint. And yes, if you take a picture it has a greenish tint. Both of the units we tried did this. Reset to factory settings and still does it. Cannot be corrected with the onboard color correction. Returned them both and got a Tab A. Not as nice a tablet, but it takes a normal picture. Very, Very, Very disappointing.","2.0 out of 5 stars"
"Tablet was great until the screen starting having color bleed that progressively got worse over a few days. This was 8 months after purchase, well within the 1 yr warranty. However, Samsung will not honor the warranty because the serial number of the device is not printed on the receipt. This is a ridiculous requirement that no retailer has the capability of meeting, and obviously put in the fine print by Samsung to avoid having to make good on warranty claims. A search on the web returns many similar stories from other Samsung customers.The tablet was very nice and worked great until it failed. If you do buy this tablet make sure you purchase 3rd party coverage for the device. An expensive learning experience on my part.","1.0 out of 5 stars"
"I'm coming from a 3 year old tab.  so keep that in mind.this is fast, thin and the screen is very clear.I was going to hold out for the next version, but this one is more than enough for me.I have no wifi problems.it's in a rubber case, the signal gets through.","4.0 out of 5 stars"
"I love this tablet!  I wish it was compatible with the S pen, but it does everything I want and then some.  Super fast, great screen quality, fast charging, long battery life.","5.0 out of 5 stars"
"Looked and performed beautifully...for a little over 3 months. Now it is as dead as a doorknob. Extremely disappointing.I've had a few Samsung products over the past 10 years and expected good quality for the higher than average price tag.","1.0 out of 5 stars"
"The touch screen is faulty.  This was supposed to be  ""NEW"" tablet.  I kept trying to set up the tablet with connect to Wi-fi but the touch screen acted like I was not typing.  When it did display a letter it repeated it about 7 times.  I grew frustrated and sent the tablet back.  I spent too much money for that thing not to get through set up.  I kept tapping on the touch screen and the screen would not display or react to my touch with or without a stylus.","1.0 out of 5 stars"
"I am so happy to have a Samsung tablet again. Last year I purchased a Microsoft Surface Go. I should have returned it. I'm stubborn and was sure I could get used to it and like it. Not the case! I have a Samsung cell phone, TV and will always have a Samsung tablet. It was an expensive lesson. This tablet may be the best ever. Screen is very clear as is the sound. Battery is excellent. If able to, I'd give this tablet 5+.","5.0 out of 5 stars"
"I love my new Galaxy Tab S5e. It has worked perfectly thus far with very good battery life. Absolutely no complaints!","5.0 out of 5 stars"
"Paper thin, fast, great screen.Same UI as Samsung flagship phones, powerful enough for running all browsing apps, this is my go to reading device.Battery lasts several days when reading~3 hours a day.Easy to hold for hours, I am always surprised how thin and light it is.","5.0 out of 5 stars"
"Great display, easy to use and fast. Samsung bloatware everywhere and a very complex path you root, but achievable. Few brands left in the tablet business, it’s pretty much Samsung or Apple.  Replaced a Tab 2 that was dragging.","4.0 out of 5 stars"
"This is a great tablet. I upgraded to this from my S2 and I am very pleased with it. It is very responsive and easy to set up and use. Updated to pie during set up which is great and all its features work well. Battery life is excellent and the 10.5 screen resolution is also excellent. Arrived in two days with prime I could not be happier with this product. I highly recommend this product and seller to others.","5.0 out of 5 stars"
"I bought this for my Dad as a gift. While setting it up, I was amazed by EVERYTHING...the screen size, the weight, the thin/thikness of the body, speaker quality, visual quality, extra memory slot. I'm definitely buying one for me.","5.0 out of 5 stars"
"I hate it's wifi connection. It need extremely strong WiFi and it doesn't even show the wifi which my mobile phone shows. Everything other than that is awesome. But be careful if you have slow and weak wifi connection don't bother to buy it. It's completely sucks.","3.0 out of 5 stars"
"This tablet is mid range, and it works for me. I can not effort a high end tablet. This can play Fortnite in 30FPS. I love this Galaxy Tab. I got the 128GB silver, and looks great. I got a case with a built in screen protector, it is called SUPCASE.","5.0 out of 5 stars"
"Love it and use it everyday. It really feels premium. The speakers and screen are ideal for streaming!! Wow the 4 stereo speakers are incredible. With Dolby atmos!!","5.0 out of 5 stars"
"Exelente calidad definición de la pantalla muy buena  bateria  buena como y muy delgada y ligera","5.0 out of 5 stars"
"This is THE tablet. If you want a nice screen, processing power, Samsung's super handy DEX mode AND just stupendous battery life;  THIS is your tablet. I've tried too many other fakers to know that this slate is the real deal. FYI, this is a HIGH end Samsung tab without the pen. If you are in the market for an Android LTE tab, search no more!!!","5.0 out of 5 stars"
"The S5e is a good tablet if you don't want to use the samsung pen technology.  It's still a touch screen so it's not much of a loss.  My wife loves it, especially since it's a little larger screen than my S3 tablet.","5.0 out of 5 stars"
"Very thin.light weight,fast enough processor, in my opinion, well worth the savings over S4,also includes larger screen-- .  Conclusion: a high quality, good value alternative to S4. Would strongly recommend it--Like it a bit better than my back up kindle fire HD10.","5.0 out of 5 stars"
